Genotype Germplasm Treatment Compartment Block Plot fASV113 fASV149 fASV249 fASV115 fASV159 fASV122 fASV154 fASV537 fASV97 fASV145 fASV126 fASV476 fASV44 fASV269 fASV216 fASV180 fASV300 fASV215 fASV121 fASV123 fASV280 fASV236 fASV242 fASV339 fASV297 fASV293 fASV95 fASV3 fASV70 fASV60 fASV12 fASV94 fASV316 fASV395 fASV176 fASV186 fASV125 fASV329 fASV11 fASV21 fASV19 fASV455 fASV311 fASV68 fASV34 fASV148 fASV417 fASV499 fASV62 fASV36 fASV588 fASV196 fASV88 fASV197 fASV224 fASV559 fASV273 fASV65 fASV35 fASV228 fASV323 fASV509 fASV508 fASV105 fASV120 fASV128 fASV26 fASV810 fASV510 fASV327 fASV378 fASV112 fASV590 fASV257 fASV255 fASV337 fASV291 fASV84 fASV158 fASV100 fASV99 fASV325 fASV246 fASV310 fASV391 fASV23 fASV163 fASV178 fASV248 fASV464 fASV367 fASV517 fASV374 fASV37 fASV22 fASV57 fASV39 fASV25 fASV49 fASV9 fASV31 fASV78 fASV42 fASV183 fASV422 fASV411 fASV41 fASV331 fASV440 fASV165 fASV187 fASV58 fASV80 fASV271 fASV147 fASV332 fASV160 fASV106 fASV111 fASV140 fASV185 fASV127 fASV91 fASV376 fASV67 fASV222 fASV138 fASV87 fASV24 fASV86 fASV76 fASV119 fASV598 fASV90 fASV166 fASV245 fASV136 fASV13 fASV167 fASV10 fASV77 fASV29 fASV45 fASV436 fASV43 fASV102 fASV66 fASV153 fASV109 fASV162 fASV64 fASV50 fASV239 fASV320 fASV71 fASV130 fASV15 fASV17 fASV85 fASV6 fASV53 fASV81 fASV114 fASV135 fASV124 fASV150 fASV506 fASV108 fASV152 fASV101 fASV20 fASV7 fASV243 fASV8 fASV5 fASV2 fASV1 fASV485 fASV319 fASV371 fASV220 fASV74 fASV375 fASV14 fASV93 fASV400 fASV170 fASV288 fASV258 fASV386 fASV451 fASV569 fASV301 fASV98 fASV191 fASV214 fASV203 fASV175 fASV267 fASV318 fASV270 fASV61 fASV322 fASV40 fASV30 fASV27 fASV103 fASV155 fASV59 fASV16 fASV82 fASV380 fASV104 fASV523 fASV131 fASV32 fASV28 fASV192 fASV268 fASV206 fASV349 fASV359 fASV360 fASV252 fASV33 fASV139 fASV223 fASV189 fASV132 fASV4 fASV47 fASV213 fASV56 fASV194 fASV157 fASV96 fASV202 fASV79 fASV18 fASV83 fASV231 fASV72 fASV55 fASV46 fASV173 fASV69 fASV305 fASV133
CK_S71_3 X71 Landrace CK Rhizosphere 3 P14 0 5 0 5 2 0 17 0 0 0 19 0 18 9 0 0 0 0 0 14 0 6 0 7 0 0 20 396 0 0 166 0 0 0 5 0 0 0 31 18 18 0 0 0 18 0 0 0 0 19 0 0 18 0 0 0 0 0 49 0 0 0 0 0 0 17 187 0 0 0 25 0 0 8 18 0 0 14 34 75 31 98 0 0 0 539 0 4 0 2 0 0 0 0 4 0 0 0 0 8282 19 0 15 0 0 0 0 6 0 7 0 0 0 0 4 0 0 0 3 7 0 0 0 0 53 5 1082 0 62 0 16 0 0 55 10 0 26 310 14 5262 5 70 0 0 143 0 8 5 0 12 43 101 0 0 57 16 823 519 137 1546 27 10 26 16 0 12 4 15 0 35 18 455 0 286 4166 5242 85344 0 0 0 0 77 0 546 28 2 0 2 0 0 0 0 4 19 0 0 0 12 0 0 7 40 0 31 52 85 7 0 37 145 0 0 0 0 0 44 101 9 0 0 0 0 0 0 156 0 0 0 0 397 57 0 27 8 4 15 0 15 59 21 0 13 14 19 11 0 0 35
CK_S72_1 X72 Landrace CK Rhizosphere 1 P14 0 44 0 47 270 0 22 0 56 0 39 0 0 0 0 11 0 8 14 0 0 31 0 0 0 0 144 6187 94 0 108 0 0 0 5 0 0 0 119 47 49 0 15 0 10 5 0 0 0 61 2 0 55 16 0 0 0 0 470 0 0 0 0 0 127 19 221 0 0 0 0 2 0 0 9 0 3 0 10 23 24 0 0 0 0 826 0 10 19 0 0 0 2 0 0 0 5 0 0 2474 24 0 38 0 0 0 517 7 0 54 18 0 0 0 3 7 0 0 4 15 0 0 0 0 0 10 8 0 89 0 21 0 0 88 22 8 29 9173 8 134 0 27 0 15 20 0 4 0 7 0 46 104 0 6 0 0 501 241 0 218 125 0 55 0 0 29 0 0 266 0 942 4316 8 91 24 241 1610 0 2 2 0 130 0 986 106 7 13 0 0 0 0 0 29 41 0 22 44 0 0 0 11 0 0 103 0 38 25 0 0 257 8 0 28 0 0 124 34 14 0 0 0 6 27 35 530 0 13 0 0 1371 177 15 303 13 13 103 9 45 204 46 0 0 0 45 24 24 10 27
CK_S72_2 X72 Landrace CK Rhizosphere 2 P14 0 82 0 188 4 0 50 0 32 0 45 0 7 0 0 0 13 227 10 17 0 0 0 0 15 12 0 2148 0 0 542 0 0 0 12 0 2 0 89 85 52 3 0 7 13 0 0 0 13 57 0 0 62 0 54 0 0 19 81 0 0 0 0 0 6 22 234 0 3 3 12 0 0 0 58 3 0 6 0 23 34 0 0 0 0 191 0 18 0 0 0 0 0 0 137 0 20 0 0 25253 756 0 545 0 3 0 0 8 0 0 17 63 0 0 0 0 0 0 0 4 0 0 2 0 135 13 0 0 63 0 0 11 0 38 15 0 21 483 16 1014 3 42 0 0 85 0 26 0 0 36 0 28 0 0 18 0 302 352 0 866 64 102 42 0 53 55 0 117 0 880 40586 3344 0 480 303 2545 18141 0 2 0 3 0 0 1430 20 6 58 0 0 0 0 4 0 24 0 0 0 0 22 0 2 20 0 19 3 516 17 0 4 314 0 10 0 0 1232 0 93 37 0 5 0 0 0 1846 339 0 0 0 0 682 49 0 56 9 5 25 0 192 225 23 0 0 0 0 0 19 0 0
CK_S72_3 X72 Landrace CK Rhizosphere 3 P14 17 0 0 0 0 0 24 0 0 0 14 0 21 0 0 0 0 9 0 0 0 0 10 0 0 0 2 265 34 0 121 0 3 0 4 0 0 0 110 38 29 0 0 11 0 0 0 0 0 10 0 0 15 0 0 0 0 6 43 0 0 0 0 0 0 7 75 0 0 0 0 2 0 0 2 0 0 0 0 35 17 0 0 11 0 115 0 0 0 0 8 0 0 0 0 0 0 0 0 22243 153 14 101 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 4 0 0 0 7459 0 14 0 12 0 19 0 0 16 0 24 9 381 4 339 3 61 0 0 165 0 9 0 0 0 136 79 0 5 25 8 361 928 27 894 79 0 6 0 10 0 0 0 0 25 13 823 0 2879 3813 13649 51136 2 0 0 0 0 0 253 20 0 0 0 0 0 0 0 0 14 0 0 0 5 0 0 0 0 0 25 8 1877 0 17 43 2513 0 0 0 0 198 434 80 13 0 0 0 0 0 0 148 0 0 0 0 639 25 0 20 11 2 8 0 47 42 18 0 5 180 6 0 5 0 642
CK_S73_1 X73 Landrace CK Rhizosphere 1 P05 0 34 4 136 11 0 23 0 70 0 0 0 0 23 0 0 0 0 59 50 0 11 11 0 9 74 1717 471 0 0 71 0 0 0 0 0 0 0 164 34 76 0 4 3 0 10 0 0 0 86 0 0 137 0 0 0 0 0 282 0 4 0 0 2 0 16 218 0 0 2 11 0 0 14 6 0 5 391 11 6 12 0 0 0 0 1285 55 7 43 3 0 0 2 0 0 0 193 222 0 19 0 0 0 0 8 0 0 17 0 57 25 0 0 0 10 2 0 0 4 0 10 0 0 2 0 24 0 0 596 0 31 0 9 95 27 0 25 953 22 107 0 55 0 7 172 0 12 15 0 0 14 165 0 7 10 13 650 456 0 1193 272 0 67 5 0 0 5 38 0 0 290 5893 0 804 108 174 20818 0 0 0 5 170 0 1421 61 112 8 0 6 3 0 4 8 43 19 14 56 0 0 6 8 2 0 17 0 33 43 0 0 310 0 0 35 0 0 200 62 0 23 0 11 0 5 0 333 0 11 33 0 3063 94 0 155 0 4 40 6 31 26 54 0 0 0 23 9 0 0 15
CK_S73_2 X73 Landrace CK Rhizosphere 2 P05 28 0 0 34 0 0 16 0 19 0 11 0 168 0 0 0 0 14 0 52 0 0 0 13 0 0 2 3365 85 48 776 0 0 0 0 0 2 0 124 60 52 0 8 9 0 0 0 0 0 25 0 0 18 0 0 2 0 11 235 7 0 0 0 12 0 12 189 0 6 0 0 0 0 0 4 0 4 15 0 39 61 0 0 15 0 142 0 4 0 0 0 0 0 0 0 0 727 1051 0 17087 714 23 710 0 0 2 0 9 0 22 0 0 0 0 2 0 0 0 3 6 0 0 0 0 7 0 31 0 1628 0 11 0 0 21 21 0 26 1695 96 4820 4 98 4 0 85 0 29 0 0 29 15 49 0 0 18 36 316 467 165 1184 58 94 14 0 68 74 2 179 338 86 3724 25806 0 1481 1664 24530 8588 0 0 0 102 0 0 322 22 0 18 0 0 0 0 0 0 15 0 11 0 0 0 0 3 340 0 37 7 149 20 0 22 403 0 0 0 0 22 163 72 19 0 0 0 0 0 35 200 0 0 27 0 871 48 0 48 12 5 22 3 64 304 0 16 0 4 8 4 0 0 0
CK_S73_3 X73 Landrace CK Rhizosphere 3 P05 0 9 0 13 0 0 29 0 0 0 17 0 41 10 0 0 0 0 0 18 0 0 0 0 0 0 9 1867 0 0 111 0 0 3 0 0 2 0 75 23 19 0 5 0 23 0 0 0 12 19 0 0 22 0 0 0 0 0 82 0 0 2 0 0 0 7 238 0 39 0 12 5 0 6 0 0 4 18 12 34 96 0 0 10 0 609 0 6 0 0 0 0 0 0 4 0 0 0 0 3113 16 0 0 0 10 0 0 0 0 16 0 0 0 0 0 5 0 0 0 5 0 0 0 0 57 11 25 0 398 25 13 0 0 37 6 0 8 149 0 646 70 52 0 8 137 0 97 0 0 0 321 160 0 18 25 60 1094 419 44 6571 152 0 11 0 18 0 0 0 27 100 7 414 14 1505 461 13132 78729 0 0 0 0 0 0 530 40 2 0 0 0 0 0 0 10 12 0 0 0 7 0 0 4 5 0 8 25 98 5 0 22 236 5 0 5 0 0 41 0 8 0 0 0 0 0 18 141 0 9 0 0 1178 74 0 39 0 3 15 0 17 84 11 13 0 23 15 15 0 0 44
CK_S74_1 X74 Landrace CK Rhizosphere 1 P14 0 15 5 19 6 0 0 0 31 0 0 0 7 0 0 0 0 0 0 14 0 0 0 0 0 0 14 213 19 0 0 0 2 0 3 21 0 0 194 43 55 0 0 18 18 0 0 0 5 127 0 0 38 17 0 0 0 0 102 0 0 0 0 0 4 8 137 0 0 0 0 0 0 0 4 0 0 10 10 13 10 0 0 0 0 413 0 5 3 0 0 0 2 0 0 0 9 0 0 89 0 0 0 0 0 4 4 0 0 8 20 0 0 15 6 6 0 0 0 0 21 0 2 3 0 0 0 0 248 0 18 10 0 50 6 0 13 2679 6 257 0 149 0 0 5 0 0 0 0 0 8 40 0 0 44 19 401 438 45 3917 105 0 25 5 5 0 0 22 0 0 302 761 0 1095 2168 4724 49044 0 4 0 3 0 0 326 28 3 4 0 0 0 0 0 0 17 7 0 0 16 0 0 4 4 0 16 0 24 0 25 0 552 131 10 0 0 0 59 26 0 0 0 0 0 0 0 115 0 15 35 0 966 89 0 47 5 11 0 4 57 14 14 0 0 0 87 4 5 0 5
CK_S74_2 X74 Landrace CK Rhizosphere 2 P14 26 0 4 11 0 0 6 0 33 0 0 0 8 0 0 0 0 5 0 17 0 0 0 0 7 0 6 1130 0 0 220 0 0 0 4 0 0 0 123 99 72 0 3 10 0 2 0 0 9 19 0 0 10 0 0 0 0 17 53 0 3 0 0 3 0 8 90 0 0 0 0 0 0 0 5 0 0 2 15 19 12 0 0 0 0 155 0 3 0 0 0 0 0 0 0 8 0 14 0 13506 18 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 4 0 5 0 0 0 277 0 0 34 0 28 0 0 9 403 54 641 3 41 0 0 56 0 29 0 0 21 0 28 0 0 9 0 590 586 36 854 153 423 5 0 27 0 0 179 0 96 1773 10680 0 1203 9899 40283 4330 0 0 0 0 0 0 202 17 2 26 0 0 2 0 0 0 8 0 0 0 12 0 2 2 100 0 24 8 121 0 20 0 162 0 8 0 0 14 120 51 10 0 0 0 0 0 37 116 0 0 137 0 998 41 0 40 0 7 20 0 39 599 6 0 0 53 6 6 7 0 0
CK_S74_3 X74 Landrace CK Rhizosphere 3 P14 0 0 0 7 0 0 24 0 0 19 0 0 36 0 0 0 0 0 22 0 0 0 0 12 0 0 81 486 64 0 330 0 0 0 6 0 0 0 34 22 33 0 2 0 11 5 0 0 0 8 0 0 18 0 0 0 0 0 104 0 0 0 0 0 0 8 300 0 0 0 0 4 0 10 0 0 8 0 13 19 14 0 0 5 0 311 0 26 0 0 0 0 0 0 153 122 0 0 0 12369 0 14 0 0 4 2 4 0 0 7 50 0 0 0 0 0 0 0 0 10 0 0 0 0 53 10 0 0 14 0 7 0 0 49 9 5 18 1693 6 377 0 89 0 0 69 0 98 0 67 0 21 154 0 14 22 7 615 483 29 2484 151 48 33 10 9 0 0 21 0 3257 19 9876 0 1358 1221 8349 35958 0 0 0 0 0 0 1345 56 0 0 0 0 0 0 0 2 22 0 0 0 12 0 0 7 5 0 4 4 175 33 0 52 2980 0 0 26 0 0 392 0 12 0 0 0 4 0 21 247 0 8 0 0 693 94 0 64 10 0 12 9 9 75 19 0 0 34 30 3 3 0 54
CK_S75_1 X75 Landrace CK Rhizosphere 1 P08 56 0 0 27 8 0 19 0 81 0 28 0 0 0 0 8 0 13 20 0 9 0 19 0 0 0 32 191 32 0 96 0 0 0 9 0 0 0 310 52 63 4 9 0 0 6 0 0 15 4258 3 0 103 29 0 5 0 0 627 0 5 0 0 67 0 46 587 0 0 3 0 5 0 12 25 27 0 10 27 38 49 0 0 0 0 1353 56 40 14 0 0 0 0 0 0 0 32 0 0 106 22 80 0 0 0 0 0 9 0 44 23 0 0 0 15 0 0 0 8 17 0 0 0 4 0 0 69 0 8767 5 28 0 0 108 60 0 25 3163 15 135 0 44 0 11 46 0 18 0 0 9 18 238 0 0 257 34 3239 1285 31 401 354 0 80 0 0 0 5 30 0 0 140 473 0 216 27 429 19153 0 0 2 13 270 0 3802 144 8 8 4 0 5 3 5 15 77 40 14 0 36 12 0 10 0 0 35 0 39 71 177 0 965 9 23 0 0 19 484 569 26 0 0 0 3 0 213 455 17 0 0 0 2992 301 0 112 0 14 37 13 58 42 54 0 0 0 0 11 8 11 10
CK_S75_2 X75 Landrace CK Rhizosphere 2 P08 10 0 0 22 3 0 16 0 27 0 0 0 18 0 0 0 0 9 9 0 0 0 9 0 0 0 0 587 0 0 191 0 0 0 0 0 0 0 93 63 61 0 0 0 0 0 0 0 0 57 0 0 0 12 0 0 0 0 31 0 0 0 0 618 0 14 147 0 0 0 0 0 0 0 3 0 0 0 0 14 14 0 0 0 0 137 0 4 0 0 0 0 0 0 0 0 0 15 0 408 0 10 0 0 0 0 0 0 0 0 0 56 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 135 0 11 0 0 12 5 0 9 292 9 15603 622 68 0 0 28 0 26 0 0 24 0 25 0 0 0 8 705 686 0 630 37 98 26 0 24 0 0 11 0 31 654 1646 0 986 2676 41096 21775 0 3 0 0 0 0 190 0 0 10 0 0 0 0 0 0 6 0 0 0 15 0 0 0 78 0 100 7 71 21 0 13 182 0 0 0 0 19 49 0 12 0 0 0 0 0 37 101 0 0 87 0 653 49 0 29 0 0 11 0 30 162 38 0 0 129 0 3 0 0 0
CK_S75_3 X75 Landrace CK Rhizosphere 3 P08 0 7 0 5 0 0 5 0 0 0 16 0 28 0 0 0 0 0 0 0 11 0 0 0 0 0 4 200 0 0 187 0 0 0 5 0 0 0 26 24 25 0 0 0 0 0 0 0 7 39 0 0 0 22 0 0 0 0 20 0 0 0 0 0 0 4 105 0 0 0 0 0 0 0 0 0 0 0 0 58 10 15 0 0 0 162 0 0 0 0 0 0 0 0 3 0 0 0 0 2860 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 41 2 17 0 109 0 12 0 0 22 0 2 15 491 0 525 6 145 0 0 244 0 4 0 0 0 501 111 0 148 48 7 596 913 142 1556 120 6 4 0 13 13 0 0 17 43 11 364 0 1987 1141 12177 80036 0 0 2 0 0 0 195 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 8 20 40 0 5 45 258 0 0 0 0 0 19 0 0 0 0 4 0 0 0 110 0 0 0 0 770 47 0 21 0 2 6 0 12 34 173 166 24 14 18 100 27 0 61
CK_S76_1 X76 Landrace CK Rhizosphere 1 P14 0 0 26 64 88 0 23 0 74 11 10 9 0 0 20 0 0 7 48 25 0 20 7 0 11 13 33 186 0 0 68 0 2 5 12 0 0 0 2226 141 216 4 9 0 0 15 0 0 15 801 2 0 101 0 67 4 0 0 1103 0 5 0 0 0 0 49 948 0 0 0 0 0 0 7 22 0 8 0 20 35 32 0 13 0 0 1333 0 27 38 2 0 0 5 0 0 0 410 525 0 34 71 0 60 0 7 2 2 21 0 64 58 0 0 0 33 6 5 0 14 144 471 0 0 2 0 6 9 0 1159 0 25 66 0 100 29 0 43 3564 23 518 0 43 0 20 27 0 6 0 0 0 12 125 0 0 4 102 1943 1211 95 335 142 0 130 5 0 0 8 28 0 0 143 506 12 106 27 82 3149 5 0 4 17 119 0 1734 93 6 9 0 3 18 0 0 27 81 46 23 0 42 16 0 16 35 0 74 2 76 156 83 20 1855 17 0 33 0 226 664 382 26 15 5 0 0 5 0 445 34 0 94 23 7332 642 7 122 33 25 76 15 68 76 43 0 0 0 12 13 0 15 40
CK_S76_2 X76 Landrace CK Rhizosphere 2 P14 0 35 0 17 0 0 16 0 22 25 0 0 36 0 0 0 0 8 0 21 0 0 0 0 0 9 9 1098 0 52 454 0 8 0 2 0 0 0 87 71 59 0 3 0 0 0 0 0 13 15 0 0 14 0 0 0 0 4 58 0 4 0 0 13 0 0 66 0 0 6 0 0 0 0 2 0 0 0 26 123 52 15 0 0 0 189 0 3 0 0 0 0 0 0 0 0 14 0 0 5036 316 288 16 0 0 0 0 5 0 0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 3 0 0 0 122 0 10 0 0 52 10 0 18 899 23 10530 10 1501 0 0 113 0 878 0 100 2210 14 59 0 0 8 0 491 864 0 1554 98 136 14 13 40 0 2 24 0 0 1052 9517 0 1012 534 53949 8560 0 0 0 2 0 0 217 27 0 62 2 0 0 0 0 0 5 0 0 8 0 0 0 8 32 0 81 5 209 21 0 6 927 0 0 11 0 27 113 208 11 22 0 5 0 7 71 197 0 14 0 0 982 61 0 84 0 9 23 4 148 706 14 0 0 0 28 5 27 0 0
CK_S76_3 X76 Landrace CK Rhizosphere 3 P14 0 0 0 21 0 0 12 0 0 8 0 0 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0 586 0 0 100 0 0 0 0 0 0 0 8 11 0 0 0 0 24 0 0 0 0 7 0 0 17 0 0 0 0 0 21 0 0 0 0 0 37 7 67 0 0 3 2 0 0 0 0 0 2 0 0 0 9 0 0 0 0 56 0 0 0 0 0 0 0 0 0 0 0 0 0 1247 15 0 0 0 0 0 0 0 0 6 0 4198 0 0 0 0 0 3 0 0 0 0 0 0 27 0 0 0 28 0 0 0 0 14 0 0 0 431 3 463 2 122 0 0 71 0 6 0 7 0 70 129 0 0 88 10 252 289 0 14228 42 3 6 0 16 0 0 10 0 24 33 452 0 3848 1491 31572 14851 0 0 0 0 0 0 289 0 0 0 0 0 0 0 0 5 6 0 0 3 0 0 0 0 0 0 10 74 22 0 0 17 71 0 0 0 0 0 25 48 0 0 0 0 0 0 0 174 0 17 57 0 1395 32 0 11 0 0 0 5 12 32 10 0 4 17 14 0 12 0 37
CK_S77_1 X77 Landrace CK Rhizosphere 1 P11 11 0 0 0 4 0 7 0 26 0 0 0 4 0 0 0 0 73 0 0 27 10 0 0 0 0 12 372 30 0 118 0 0 0 5 0 0 0 101 31 28 0 0 0 8 0 0 0 8 92 0 0 29 0 0 20 0 0 79 0 0 0 0 0 0 13 74 0 0 4 4 0 0 0 0 0 0 6 0 15 6 0 0 0 0 549 0 0 15 0 0 0 4 0 24 0 0 10 0 10 0 0 0 0 0 0 0 4 0 13 24 0 0 0 2 0 0 0 20 4 0 0 0 0 0 0 0 0 154 132 15 0 0 32 4 0 4 1208 14 269 0 78 0 0 43 0 114 0 0 6 0 49 0 0 87 107 784 682 25 8013 110 0 19 11 0 0 0 0 11 0 146 520 0 10245 781 13451 18395 0 0 0 0 0 0 355 19 2 3 0 0 0 0 3 0 18 8 7 0 19 0 0 2 0 0 7 0 6 19 0 0 651 0 0 6 0 0 51 1777 0 0 0 0 0 0 0 93 29 0 37 0 929 78 0 45 12 4 10 0 12 136 17 0 0 0 26 10 9 0 20
CK_S77_2 X77 Landrace CK Rhizosphere 2 P11 7 0 0 9 0 0 3 0 0 17 0 0 19 6 0 9 0 0 0 0 0 0 0 0 0 0 2 1375 0 0 261 0 0 0 2 0 2 0 60 35 37 0 3 0 6 0 0 0 4 14 0 0 0 7 0 0 0 3 20 0 0 0 0 57 0 0 32 0 0 0 0 0 0 0 0 0 0 15 0 18 18 0 0 0 0 74 0 2 0 0 0 0 0 0 0 0 0 10 0 914 44 0 24 0 0 0 0 0 0 0 23 52 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 357 0 0 0 0 17 7 0 10 141 13 1271 0 259 177 0 50 0 73 0 0 37 0 53 0 0 15 0 504 1028 46 450 167 217 6 4 31 0 0 77 0 461 486 946 0 18365 600 11163 8779 0 0 0 3 0 0 150 0 0 10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 250 0 85 0 11 6 169 0 0 0 0 0 38 0 9 0 0 0 0 0 17 46 0 4 129 0 948 27 0 18 0 0 7 0 52 107 23 0 0 0 0 0 4 0 0
CK_S77_3 X77 Landrace CK Rhizosphere 3 P11 0 11 0 75 0 0 37 0 62 0 0 0 1067 5 0 0 0 0 0 15 0 0 0 0 9 0 0 1155 0 0 168 0 0 0 4 0 3 0 36 12 22 2 0 5 99 2 0 0 5 9 0 0 0 22 0 0 0 8 37 0 0 0 0 0 0 14 256 0 0 0 5 645 0 5 0 3 0 17 0 13 10 3 0 0 0 419 0 7 0 0 0 0 0 326 717 0 0 0 0 12196 769 96 606 0 7 6 0 0 0 32 0 0 0 0 0 0 0 0 4 9 0 0 0 2 64 0 11 0 77 25 35 0 0 61 8 0 12 160 21 579 0 2204 3 0 280 0 38 0 20 0 42 244 0 14 80 32 2207 1972 161 929 473 0 12 0 14 0 0 38 0 64 28 5280 0 351 1899 12812 60175 0 3 0 0 0 0 787 35 2 2 0 0 2 0 0 12 27 0 0 0 11 0 0 6 0 0 0 33 109 14 0 29 831 0 6 0 0 0 46 42 0 0 0 0 0 0 16 287 0 8 0 0 628 58 0 23 3 0 17 4 30 213 33 0 0 271 21 5 6 9 205
CK_S78_1 X78 Landrace CK Rhizosphere 1 P11 27 0 0 24 10 0 7 0 30 0 0 0 6 6 0 9 12 0 14 0 0 0 9 0 0 0 44 142 0 0 52 0 0 0 3 3 0 0 118 27 27 0 2 15 0 0 0 0 24 135 0 0 51 14 0 0 0 0 141 0 0 0 0 0 61 7 186 0 0 0 0 0 0 0 0 4 3 0 11 19 0 0 0 0 0 506 0 2 6 0 0 0 0 0 0 0 0 83 0 17 37 0 27 0 0 0 0 0 0 26 0 0 0 0 3 0 0 0 0 29 0 0 0 0 0 0 0 0 90 12 14 0 0 41 5 0 9 526 4 862 0 38 0 0 55 0 44 0 0 0 0 54 0 0 9 11 313 343 67 1165 67 0 18 0 0 0 0 16 0 0 24820 233 0 301 185 2672 23538 0 0 0 0 90 0 659 27 4 4 0 4 2 0 2 7 18 9 0 0 33 0 0 5 0 0 44 0 15 38 0 0 176 5 0 20 0 13 116 163 16 0 5 0 0 0 0 190 0 18 0 0 1008 101 0 80 9 8 20 8 22 13 13 0 0 0 20 11 0 0 11
CK_S78_2 X78 Landrace CK Rhizosphere 2 P11 22 0 0 11 0 0 6 0 0 0 24 0 25 0 0 0 0 16 0 11 0 0 0 0 16 0 3 6902 0 0 572 0 5 2 0 0 0 0 122 170 83 0 0 0 5 0 0 0 14 12 0 0 12 0 0 0 0 4 90 82 0 0 0 0 0 0 66 0 0 2 0 0 0 0 3 0 0 448 11 56 73 0 0 0 0 158 0 23 0 0 0 0 0 0 0 0 8 0 0 571 16 0 19 0 0 0 0 7 0 0 7 0 0 0 0 0 0 0 4 4 0 0 0 3 2 0 0 0 43 0 14 0 0 20 9 0 48 543 11 4117 19 40 14 0 87 0 486 0 186 0 0 55 0 0 36 0 2116 1170 0 2348 302 54 20 0 22 0 0 87 0 8 56491 817 0 655 218 2406 7965 0 0 0 4 0 0 353 8 3 2747 0 0 0 0 0 0 7 7 0 0 0 0 0 0 12 0 201 8 33 8 0 6 368 0 0 5 0 0 31 0 0 21 0 0 0 0 26 100 14 0 0 0 936 45 0 30 0 0 6 0 1002 817 9 0 0 0 94 7 24 0 0
CK_S78_3 X78 Landrace CK Rhizosphere 3 P11 0 0 0 22 0 0 16 0 0 22 0 0 252 8 0 3 9 4 18 0 0 0 0 0 0 0 55 1660 0 117 251 0 0 0 0 0 0 3 10 12 0 0 0 0 11 0 0 0 90 14 0 0 16 0 0 0 0 0 63 0 0 0 0 18 0 0 210 0 0 0 0 0 0 0 10 0 0 30 0 21 7 11 0 0 0 131 0 8 0 0 0 0 0 0 0 0 0 0 0 2812 51 30 13 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 56 11 2 0 0 15 5 0 44 264 5 1465 0 14 0 0 70 0 25 0 0 6 52 119 0 19 52 7 184 267 0 1361 50 0 14 0 38 0 0 10 0 0 31708 617 0 1769 2261 7215 23567 0 0 0 21 0 0 288 13 0 46 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 9 25 113 0 5 0 86 0 0 0 0 0 0 23 0 0 0 0 0 0 0 158 0 21 0 0 610 40 0 36 5 0 8 7 7 63 18 0 94 1084 5 37 9 0 28
CK_S79_1 X79 Landrace CK Rhizosphere 1 P05 22 0 6 17 477 3 22 0 25 0 0 0 793 4 0 0 0 0 25 0 0 0 5 0 18 0 50 2782 0 0 113 21 0 0 0 0 0 0 94 14 49 4 0 0 7 2 0 0 0 53 0 0 120 14 0 4 0 0 146 3 0 0 0 15 0 10 160 0 0 6 0 0 0 0 2 0 0 0 12 19 17 0 0 0 0 759 61 4 8 0 0 0 0 4 0 0 0 0 0 1057 0 5 0 0 5 0 0 0 0 14 43 0 0 0 6 0 0 0 6 0 0 0 0 0 2 6 0 0 83 0 0 110 0 51 0 0 18 906 9 1554 0 353 0 0 120 0 8 0 11 0 11 68 0 0 26 0 314 395 0 17672 88 0 27 3 0 0 8 0 36 36 241 232 0 3952 523 717 22685 0 4 0 9 0 0 508 32 13 120 0 0 2 0 0 5 55 20 7 0 33 0 0 10 0 0 29 0 44 0 52 0 3076 16 36 0 0 0 83 29 0 19 0 4 0 0 15 249 0 0 0 0 572 71 20 78 10 9 25 13 23 45 289 0 0 0 8 75 0 8 17
